id	model_name	language	question_id	run_number	question_chars	context_chars	prompt_chars	response_chars	input_tokens_est_min	input_tokens_est_max	input_tokens_est_mid	response_tokens_est_min	response_tokens_est_max	response_tokens_est_mid	total_tokens_est_min	total_tokens_est_max	total_tokens_est_mid	max_model_len	max_model_len_source	remaining_output_tokens_est_min	remaining_output_tokens_est_max	effective_output_cap_est_min	effective_output_cap_est_max	would_exceed_max_len_est	base_question
2756	mistral-nemo-instruct-2407-b200	LT	Q4_LT	2	103	1843	2519	2819	504	630	567	564	705	634	1068	1335	1201	16384	config	15754	15880	2048	2048	FALSE	Q4
2757	mistral-nemo-instruct-2407-b200	LT	Q4_LT	3	103	1843	2519	2819	504	630	567	564	705	634	1068	1335	1201	16384	config	15754	15880	2048	2048	FALSE	Q4
2758	mistral-nemo-instruct-2407-b200	LT	Q5_LT	1	103	1824	2500	2158	500	625	562	432	540	486	932	1165	1048	16384	config	15759	15884	2048	2048	FALSE	Q5
2759	mistral-nemo-instruct-2407-b200	LT	Q5_LT	2	103	1824	2500	2158	500	625	562	432	540	486	932	1165	1048	16384	config	15759	15884	2048	2048	FALSE	Q5
2760	mistral-nemo-instruct-2407-b200	LT	Q5_LT	3	103	1824	2500	2158	500	625	562	432	540	486	932	1165	1048	16384	config	15759	15884	2048	2048	FALSE	Q5
2761	mistral-nemo-instruct-2407-b200	MT	Q1_MT	1	132	1887	2592	2749	519	648	584	550	688	619	1069	1336	1203	16384	config	15736	15865	2048	2048	FALSE	Q1
2762	mistral-nemo-instruct-2407-b200	MT	Q1_MT	2	132	1887	2592	2749	519	648	584	550	688	619	1069	1336	1203	16384	config	15736	15865	2048	2048	FALSE	Q1
2763	mistral-nemo-instruct-2407-b200	MT	Q1_MT	3	132	1887	2592	2749	519	648	584	550	688	619	1069	1336	1203	16384	config	15736	15865	2048	2048	FALSE	Q1
2764	mistral-nemo-instruct-2407-b200	MT	Q2_MT	1	88	1862	2523	2739	505	631	568	548	685	616	1053	1316	1184	16384	config	15753	15879	2048	2048	FALSE	Q2
2765	mistral-nemo-instruct-2407-b200	MT	Q2_MT	2	88	1862	2523	2739	505	631	568	548	685	616	1053	1316	1184	16384	config	15753	15879	2048	2048	FALSE	Q2
2766	mistral-nemo-instruct-2407-b200	MT	Q2_MT	3	88	1862	2523	2739	505	631	568	548	685	616	1053	1316	1184	16384	config	15753	15879	2048	2048	FALSE	Q2
2767	mistral-nemo-instruct-2407-b200	MT	Q3_MT	1	109	1901	2583	3295	517	646	582	659	824	742	1176	1470	1324	16384	config	15738	15867	2048	2048	FALSE	Q3
2768	mistral-nemo-instruct-2407-b200	MT	Q3_MT	2	109	1901	2583	3295	517	646	582	659	824	742	1176	1470	1324	16384	config	15738	15867	2048	2048	FALSE	Q3
2769	mistral-nemo-instruct-2407-b200	MT	Q3_MT	3	109	1901	2583	3295	517	646	582	659	824	742	1176	1470	1324	16384	config	15738	15867	2048	2048	FALSE	Q3
2770	mistral-nemo-instruct-2407-b200	MT	Q4_MT	1	112	1843	2528	2680	506	632	569	536	670	603	1042	1302	1172	16384	config	15752	15878	2048	2048	FALSE	Q4
2771	mistral-nemo-instruct-2407-b200	MT	Q4_MT	2	112	1843	2528	2680	506	632	569	536	670	603	1042	1302	1172	16384	config	15752	15878	2048	2048	FALSE	Q4
2772	mistral-nemo-instruct-2407-b200	MT	Q4_MT	3	112	1843	2528	2680	506	632	569	536	670	603	1042	1302	1172	16384	config	15752	15878	2048	2048	FALSE	Q4
2773	mistral-nemo-instruct-2407-b200	MT	Q5_MT	1	121	1824	2518	2521	504	630	567	505	631	568	1009	1261	1135	16384	config	15754	15880	2048	2048	FALSE	Q5
2774	mistral-nemo-instruct-2407-b200	MT	Q5_MT	2	121	1824	2518	2521	504	630	567	505	631	568	1009	1261	1135	16384	config	15754	15880	2048	2048	FALSE	Q5
2775	mistral-nemo-instruct-2407-b200	MT	Q5_MT	3	121	1824	2518	2521	504	630	567	505	631	568	1009	1261	1135	16384	config	15754	15880	2048	2048	FALSE	Q5
2776	mistral-nemo-instruct-2407-b200	PL	Q1_PL	1	119	1887	2579	2448	516	645	580	490	612	551	1006	1257	1131	16384	config	15739	15868	2048	2048	FALSE	Q1
2777	mistral-nemo-instruct-2407-b200	PL	Q1_PL	2	119	1887	2579	2563	516	645	580	513	641	577	1029	1286	1157	16384	config	15739	15868	2048	2048	FALSE	Q1
2778	mistral-nemo-instruct-2407-b200	PL	Q1_PL	3	119	1887	2579	2563	516	645	580	513	641	577	1029	1286	1157	16384	config	15739	15868	2048	2048	FALSE	Q1
2779	mistral-nemo-instruct-2407-b200	PL	Q2_PL	1	79	1862	2514	2153	503	629	566	431	539	485	934	1168	1051	16384	config	15755	15881	2048	2048	FALSE	Q2
2780	mistral-nemo-instruct-2407-b200	PL	Q2_PL	2	79	1862	2514	2153	503	629	566	431	539	485	934	1168	1051	16384	config	15755	15881	2048	2048	FALSE	Q2
2781	mistral-nemo-instruct-2407-b200	PL	Q2_PL	3	79	1862	2514	2153	503	629	566	431	539	485	934	1168	1051	16384	config	15755	15881	2048	2048	FALSE	Q2
2782	mistral-nemo-instruct-2407-b200	PL	Q3_PL	1	119	1901	2593	1972	519	649	584	395	493	444	914	1142	1028	16384	config	15735	15865	2048	2048	FALSE	Q3
2783	mistral-nemo-instruct-2407-b200	PL	Q3_PL	2	119	1901	2593	1972	519	649	584	395	493	444	914	1142	1028	16384	config	15735	15865	2048	2048	FALSE	Q3
2784	mistral-nemo-instruct-2407-b200	PL	Q3_PL	3	119	1901	2593	1972	519	649	584	395	493	444	914	1142	1028	16384	config	15735	15865	2048	2048	FALSE	Q3
2785	mistral-nemo-instruct-2407-b200	PL	Q4_PL	1	101	1843	2517	2763	504	630	567	553	691	622	1057	1321	1189	16384	config	15754	15880	2048	2048	FALSE	Q4
2786	mistral-nemo-instruct-2407-b200	PL	Q4_PL	2	101	1843	2517	2763	504	630	567	553	691	622	1057	1321	1189	16384	config	15754	15880	2048	2048	FALSE	Q4
2787	mistral-nemo-instruct-2407-b200	PL	Q4_PL	3	101	1843	2517	2763	504	630	567	553	691	622	1057	1321	1189	16384	config	15754	15880	2048	2048	FALSE	Q4
2788	mistral-nemo-instruct-2407-b200	PL	Q5_PL	1	121	1824	2518	2196	504	630	567	440	549	494	944	1179	1061	16384	config	15754	15880	2048	2048	FALSE	Q5
2789	mistral-nemo-instruct-2407-b200	PL	Q5_PL	2	121	1824	2518	2196	504	630	567	440	549	494	944	1179	1061	16384	config	15754	15880	2048	2048	FALSE	Q5
2790	mistral-nemo-instruct-2407-b200	PL	Q5_PL	3	121	1824	2518	2196	504	630	567	440	549	494	944	1179	1061	16384	config	15754	15880	2048	2048	FALSE	Q5
2791	mistral-nemo-instruct-2407-b200	PT	Q1_PT	1	147	1887	2607	2685	522	652	587	537	672	604	1059	1324	1191	16384	config	15732	15862	2048	2048	FALSE	Q1
2792	mistral-nemo-instruct-2407-b200	PT	Q1_PT	2	147	1887	2607	2685	522	652	587	537	672	604	1059	1324	1191	16384	config	15732	15862	2048	2048	FALSE	Q1
2793	mistral-nemo-instruct-2407-b200	PT	Q1_PT	3	147	1887	2607	2685	522	652	587	537	672	604	1059	1324	1191	16384	config	15732	15862	2048	2048	FALSE	Q1
2794	mistral-nemo-instruct-2407-b200	PT	Q2_PT	1	84	1862	2519	2154	504	630	567	431	539	485	935	1169	1052	16384	config	15754	15880	2048	2048	FALSE	Q2
2795	mistral-nemo-instruct-2407-b200	PT	Q2_PT	2	84	1862	2519	2154	504	630	567	431	539	485	935	1169	1052	16384	config	15754	15880	2048	2048	FALSE	Q2
2796	mistral-nemo-instruct-2407-b200	PT	Q2_PT	3	84	1862	2519	2154	504	630	567	431	539	485	935	1169	1052	16384	config	15754	15880	2048	2048	FALSE	Q2
2797	mistral-nemo-instruct-2407-b200	PT	Q3_PT	1	107	1901	2581	2548	517	646	582	510	637	574	1027	1283	1156	16384	config	15738	15867	2048	2048	FALSE	Q3
2798	mistral-nemo-instruct-2407-b200	PT	Q3_PT	2	107	1901	2581	2548	517	646	582	510	637	574	1027	1283	1156	16384	config	15738	15867	2048	2048	FALSE	Q3
2799	mistral-nemo-instruct-2407-b200	PT	Q3_PT	3	107	1901	2581	2548	517	646	582	510	637	574	1027	1283	1156	16384	config	15738	15867	2048	2048	FALSE	Q3
2800	mistral-nemo-instruct-2407-b200	PT	Q4_PT	1	132	1843	2548	2112	510	637	574	423	528	476	933	1165	1050	16384	config	15747	15874	2048	2048	FALSE	Q4
2801	mistral-nemo-instruct-2407-b200	PT	Q4_PT	2	132	1843	2548	2112	510	637	574	423	528	476	933	1165	1050	16384	config	15747	15874	2048	2048	FALSE	Q4
2802	mistral-nemo-instruct-2407-b200	PT	Q4_PT	3	132	1843	2548	2112	510	637	574	423	528	476	933	1165	1050	16384	config	15747	15874	2048	2048	FALSE	Q4
2803	mistral-nemo-instruct-2407-b200	PT	Q5_PT	1	106	1824	2503	2233	501	626	564	447	559	503	948	1185	1067	16384	config	15758	15883	2048	2048	FALSE	Q5
2804	mistral-nemo-instruct-2407-b200	PT	Q5_PT	2	106	1824	2503	2233	501	626	564	447	559	503	948	1185	1067	16384	config	15758	15883	2048	2048	FALSE	Q5
2805	mistral-nemo-instruct-2407-b200	PT	Q5_PT	3	106	1824	2503	2233	501	626	564	447	559	503	948	1185	1067	16384	config	15758	15883	2048	2048	FALSE	Q5
2806	mistral-nemo-instruct-2407-b200	RO	Q1_RO	1	136	1887	2596	1818	520	649	584	364	455	410	884	1104	994	16384	config	15735	15864	2048	2048	FALSE	Q1
2807	mistral-nemo-instruct-2407-b200	RO	Q1_RO	2	136	1887	2596	1818	520	649	584	364	455	410	884	1104	994	16384	config	15735	15864	2048	2048	FALSE	Q1
2808	mistral-nemo-instruct-2407-b200	RO	Q1_RO	3	136	1887	2596	1818	520	649	584	364	455	410	884	1104	994	16384	config	15735	15864	2048	2048	FALSE	Q1
2809	mistral-nemo-instruct-2407-b200	RO	Q2_RO	1	85	1862	2520	1852	504	630	567	371	463	417	875	1093	984	16384	config	15754	15880	2048	2048	FALSE	Q2
2810	mistral-nemo-instruct-2407-b200	RO	Q2_RO	2	85	1862	2520	1852	504	630	567	371	463	417	875	1093	984	16384	config	15754	15880	2048	2048	FALSE	Q2
2811	mistral-nemo-instruct-2407-b200	RO	Q2_RO	3	85	1862	2520	1852	504	630	567	371	463	417	875	1093	984	16384	config	15754	15880	2048	2048	FALSE	Q2
2812	mistral-nemo-instruct-2407-b200	RO	Q3_RO	1	115	1901	2589	2750	518	648	583	550	688	619	1068	1336	1202	16384	config	15736	15866	2048	2048	FALSE	Q3
2813	mistral-nemo-instruct-2407-b200	RO	Q3_RO	2	115	1901	2589	2750	518	648	583	550	688	619	1068	1336	1202	16384	config	15736	15866	2048	2048	FALSE	Q3
2814	mistral-nemo-instruct-2407-b200	RO	Q3_RO	3	115	1901	2589	2750	518	648	583	550	688	619	1068	1336	1202	16384	config	15736	15866	2048	2048	FALSE	Q3
2815	mistral-nemo-instruct-2407-b200	RO	Q4_RO	1	111	1843	2527	1661	506	632	569	333	416	374	839	1048	943	16384	config	15752	15878	2048	2048	FALSE	Q4
2816	mistral-nemo-instruct-2407-b200	RO	Q4_RO	2	111	1843	2527	1661	506	632	569	333	416	374	839	1048	943	16384	config	15752	15878	2048	2048	FALSE	Q4
2817	mistral-nemo-instruct-2407-b200	RO	Q4_RO	3	111	1843	2527	1661	506	632	569	333	416	374	839	1048	943	16384	config	15752	15878	2048	2048	FALSE	Q4
2818	mistral-nemo-instruct-2407-b200	RO	Q5_RO	1	111	1824	2508	2230	502	627	564	446	558	502	948	1185	1066	16384	config	15757	15882	2048	2048	FALSE	Q5
2819	mistral-nemo-instruct-2407-b200	RO	Q5_RO	2	111	1824	2508	2230	502	627	564	446	558	502	948	1185	1066	16384	config	15757	15882	2048	2048	FALSE	Q5
2820	mistral-nemo-instruct-2407-b200	RO	Q5_RO	3	111	1824	2508	2230	502	627	564	446	558	502	948	1185	1066	16384	config	15757	15882	2048	2048	FALSE	Q5
2821	mistral-nemo-instruct-2407-b200	SK	Q1_SK	1	110	1887	2570	1918	514	643	578	384	480	432	898	1123	1010	16384	config	15741	15870	2048	2048	FALSE	Q1
2822	mistral-nemo-instruct-2407-b200	SK	Q1_SK	2	110	1887	2570	1888	514	643	578	378	472	425	892	1115	1003	16384	config	15741	15870	2048	2048	FALSE	Q1
2823	mistral-nemo-instruct-2407-b200	SK	Q1_SK	3	110	1887	2570	1888	514	643	578	378	472	425	892	1115	1003	16384	config	15741	15870	2048	2048	FALSE	Q1
2824	mistral-nemo-instruct-2407-b200	SK	Q2_SK	1	93	1862	2528	2186	506	632	569	438	547	492	944	1179	1061	16384	config	15752	15878	2048	2048	FALSE	Q2
2825	mistral-nemo-instruct-2407-b200	SK	Q2_SK	2	93	1862	2528	2186	506	632	569	438	547	492	944	1179	1061	16384	config	15752	15878	2048	2048	FALSE	Q2
2826	mistral-nemo-instruct-2407-b200	SK	Q2_SK	3	93	1862	2528	2186	506	632	569	438	547	492	944	1179	1061	16384	config	15752	15878	2048	2048	FALSE	Q2
2827	mistral-nemo-instruct-2407-b200	SK	Q3_SK	1	97	1901	2571	2306	515	643	579	462	577	520	977	1220	1099	16384	config	15741	15869	2048	2048	FALSE	Q3
2828	mistral-nemo-instruct-2407-b200	SK	Q3_SK	2	97	1901	2571	2306	515	643	579	462	577	520	977	1220	1099	16384	config	15741	15869	2048	2048	FALSE	Q3
2829	mistral-nemo-instruct-2407-b200	SK	Q3_SK	3	97	1901	2571	2306	515	643	579	462	577	520	977	1220	1099	16384	config	15741	15869	2048	2048	FALSE	Q3
2830	mistral-nemo-instruct-2407-b200	SK	Q4_SK	1	118	1843	2534	2753	507	634	570	551	689	620	1058	1323	1190	16384	config	15750	15877	2048	2048	FALSE	Q4
2831	mistral-nemo-instruct-2407-b200	SK	Q4_SK	2	118	1843	2534	2753	507	634	570	551	689	620	1058	1323	1190	16384	config	15750	15877	2048	2048	FALSE	Q4
2832	mistral-nemo-instruct-2407-b200	SK	Q4_SK	3	118	1843	2534	2753	507	634	570	551	689	620	1058	1323	1190	16384	config	15750	15877	2048	2048	FALSE	Q4
2833	mistral-nemo-instruct-2407-b200	SK	Q5_SK	1	113	1824	2510	2533	502	628	565	507	634	570	1009	1262	1135	16384	config	15756	15882	2048	2048	FALSE	Q5
2834	mistral-nemo-instruct-2407-b200	SK	Q5_SK	2	113	1824	2510	2533	502	628	565	507	634	570	1009	1262	1135	16384	config	15756	15882	2048	2048	FALSE	Q5
2835	mistral-nemo-instruct-2407-b200	SK	Q5_SK	3	113	1824	2510	2533	502	628	565	507	634	570	1009	1262	1135	16384	config	15756	15882	2048	2048	FALSE	Q5
2836	mistral-nemo-instruct-2407-b200	SL	Q1_SL	1	108	1887	2568	1958	514	642	578	392	490	441	906	1132	1019	16384	config	15742	15870	2048	2048	FALSE	Q1
2837	mistral-nemo-instruct-2407-b200	SL	Q1_SL	2	108	1887	2568	1958	514	642	578	392	490	441	906	1132	1019	16384	config	15742	15870	2048	2048	FALSE	Q1
2838	mistral-nemo-instruct-2407-b200	SL	Q1_SL	3	108	1887	2568	1958	514	642	578	392	490	441	906	1132	1019	16384	config	15742	15870	2048	2048	FALSE	Q1
2839	mistral-nemo-instruct-2407-b200	SL	Q2_SL	1	86	1862	2521	2275	505	631	568	455	569	512	960	1200	1080	16384	config	15753	15879	2048	2048	FALSE	Q2
2840	mistral-nemo-instruct-2407-b200	SL	Q2_SL	2	86	1862	2521	2275	505	631	568	455	569	512	960	1200	1080	16384	config	15753	15879	2048	2048	FALSE	Q2
2841	mistral-nemo-instruct-2407-b200	SL	Q2_SL	3	86	1862	2521	2275	505	631	568	455	569	512	960	1200	1080	16384	config	15753	15879	2048	2048	FALSE	Q2
2842	mistral-nemo-instruct-2407-b200	SL	Q3_SL	1	105	1901	2579	2108	516	645	580	422	527	474	938	1172	1054	16384	config	15739	15868	2048	2048	FALSE	Q3
2843	mistral-nemo-instruct-2407-b200	SL	Q3_SL	2	105	1901	2579	2108	516	645	580	422	527	474	938	1172	1054	16384	config	15739	15868	2048	2048	FALSE	Q3
2844	mistral-nemo-instruct-2407-b200	SL	Q3_SL	3	105	1901	2579	2108	516	645	580	422	527	474	938	1172	1054	16384	config	15739	15868	2048	2048	FALSE	Q3
2845	mistral-nemo-instruct-2407-b200	SL	Q4_SL	1	94	1843	2510	2427	502	628	565	486	607	546	988	1235	1111	16384	config	15756	15882	2048	2048	FALSE	Q4
2846	mistral-nemo-instruct-2407-b200	SL	Q4_SL	2	94	1843	2510	2427	502	628	565	486	607	546	988	1235	1111	16384	config	15756	15882	2048	2048	FALSE	Q4
2847	mistral-nemo-instruct-2407-b200	SL	Q4_SL	3	94	1843	2510	2427	502	628	565	486	607	546	988	1235	1111	16384	config	15756	15882	2048	2048	FALSE	Q4
2848	mistral-nemo-instruct-2407-b200	SL	Q5_SL	1	107	1824	2504	2684	501	626	564	537	671	604	1038	1297	1168	16384	config	15758	15883	2048	2048	FALSE	Q5
2849	mistral-nemo-instruct-2407-b200	SL	Q5_SL	2	107	1824	2504	2684	501	626	564	537	671	604	1038	1297	1168	16384	config	15758	15883	2048	2048	FALSE	Q5
2850	mistral-nemo-instruct-2407-b200	SL	Q5_SL	3	107	1824	2504	2684	501	626	564	537	671	604	1038	1297	1168	16384	config	15758	15883	2048	2048	FALSE	Q5
2851	mistral-nemo-instruct-2407-b200	ES	Q1_ES	1	138	1887	2598	2059	520	650	585	412	515	464	932	1165	1049	16384	config	15734	15864	2048	2048	FALSE	Q1
2852	mistral-nemo-instruct-2407-b200	ES	Q1_ES	2	138	1887	2598	2059	520	650	585	412	515	464	932	1165	1049	16384	config	15734	15864	2048	2048	FALSE	Q1
2853	mistral-nemo-instruct-2407-b200	ES	Q1_ES	3	138	1887	2598	2059	520	650	585	412	515	464	932	1165	1049	16384	config	15734	15864	2048	2048	FALSE	Q1
2854	mistral-nemo-instruct-2407-b200	ES	Q2_ES	1	93	1862	2528	2818	506	632	569	564	705	634	1070	1337	1203	16384	config	15752	15878	2048	2048	FALSE	Q2
2855	mistral-nemo-instruct-2407-b200	ES	Q2_ES	2	93	1862	2528	2818	506	632	569	564	705	634	1070	1337	1203	16384	config	15752	15878	2048	2048	FALSE	Q2
2856	mistral-nemo-instruct-2407-b200	ES	Q2_ES	3	93	1862	2528	2818	506	632	569	564	705	634	1070	1337	1203	16384	config	15752	15878	2048	2048	FALSE	Q2
2857	mistral-nemo-instruct-2407-b200	ES	Q3_ES	1	103	1901	2577	2579	516	645	580	516	645	580	1032	1290	1160	16384	config	15739	15868	2048	2048	FALSE	Q3
2858	mistral-nemo-instruct-2407-b200	ES	Q3_ES	2	103	1901	2577	2579	516	645	580	516	645	580	1032	1290	1160	16384	config	15739	15868	2048	2048	FALSE	Q3
2859	mistral-nemo-instruct-2407-b200	ES	Q3_ES	3	103	1901	2577	2579	516	645	580	516	645	580	1032	1290	1160	16384	config	15739	15868	2048	2048	FALSE	Q3
2860	mistral-nemo-instruct-2407-b200	ES	Q4_ES	1	134	1843	2550	2175	510	638	574	435	544	490	945	1182	1064	16384	config	15746	15874	2048	2048	FALSE	Q4
2861	mistral-nemo-instruct-2407-b200	ES	Q4_ES	2	134	1843	2550	2175	510	638	574	435	544	490	945	1182	1064	16384	config	15746	15874	2048	2048	FALSE	Q4
2862	mistral-nemo-instruct-2407-b200	ES	Q4_ES	3	134	1843	2550	2175	510	638	574	435	544	490	945	1182	1064	16384	config	15746	15874	2048	2048	FALSE	Q4
2863	mistral-nemo-instruct-2407-b200	ES	Q5_ES	1	110	1824	2507	2784	502	627	564	557	696	626	1059	1323	1190	16384	config	15757	15882	2048	2048	FALSE	Q5
2864	mistral-nemo-instruct-2407-b200	ES	Q5_ES	2	110	1824	2507	2784	502	627	564	557	696	626	1059	1323	1190	16384	config	15757	15882	2048	2048	FALSE	Q5
2865	mistral-nemo-instruct-2407-b200	ES	Q5_ES	3	110	1824	2507	2784	502	627	564	557	696	626	1059	1323	1190	16384	config	15757	15882	2048	2048	FALSE	Q5
2866	mistral-nemo-instruct-2407-b200	SV	Q1_SV	1	137	1887	2597	2303	520	650	585	461	576	518	981	1226	1103	16384	config	15734	15864	2048	2048	FALSE	Q1
2867	mistral-nemo-instruct-2407-b200	SV	Q1_SV	2	137	1887	2597	2777	520	650	585	556	695	626	1076	1345	1211	16384	config	15734	15864	2048	2048	FALSE	Q1
2868	mistral-nemo-instruct-2407-b200	SV	Q1_SV	3	137	1887	2597	2777	520	650	585	556	695	626	1076	1345	1211	16384	config	15734	15864	2048	2048	FALSE	Q1
2869	mistral-nemo-instruct-2407-b200	SV	Q2_SV	1	82	1862	2517	3134	504	630	567	627	784	706	1131	1414	1273	16384	config	15754	15880	2048	2048	FALSE	Q2
2870	mistral-nemo-instruct-2407-b200	SV	Q2_SV	2	82	1862	2517	3134	504	630	567	627	784	706	1131	1414	1273	16384	config	15754	15880	2048	2048	FALSE	Q2
2871	mistral-nemo-instruct-2407-b200	SV	Q2_SV	3	82	1862	2517	3134	504	630	567	627	784	706	1131	1414	1273	16384	config	15754	15880	2048	2048	FALSE	Q2
2872	mistral-nemo-instruct-2407-b200	SV	Q3_SV	1	98	1901	2572	3099	515	643	579	620	775	698	1135	1418	1277	16384	config	15741	15869	2048	2048	FALSE	Q3
2873	mistral-nemo-instruct-2407-b200	SV	Q3_SV	2	98	1901	2572	3099	515	643	579	620	775	698	1135	1418	1277	16384	config	15741	15869	2048	2048	FALSE	Q3
2874	mistral-nemo-instruct-2407-b200	SV	Q3_SV	3	98	1901	2572	3099	515	643	579	620	775	698	1135	1418	1277	16384	config	15741	15869	2048	2048	FALSE	Q3
2875	mistral-nemo-instruct-2407-b200	SV	Q4_SV	1	103	1843	2519	1556	504	630	567	312	389	350	816	1019	917	16384	config	15754	15880	2048	2048	FALSE	Q4
2876	mistral-nemo-instruct-2407-b200	SV	Q4_SV	2	103	1843	2519	1556	504	630	567	312	389	350	816	1019	917	16384	config	15754	15880	2048	2048	FALSE	Q4
2877	mistral-nemo-instruct-2407-b200	SV	Q4_SV	3	103	1843	2519	1556	504	630	567	312	389	350	816	1019	917	16384	config	15754	15880	2048	2048	FALSE	Q4
2878	mistral-nemo-instruct-2407-b200	SV	Q5_SV	1	109	1824	2506	940	502	627	564	188	235	212	690	862	776	16384	config	15757	15882	2048	2048	FALSE	Q5
2879	mistral-nemo-instruct-2407-b200	SV	Q5_SV	2	109	1824	2506	940	502	627	564	188	235	212	690	862	776	16384	config	15757	15882	2048	2048	FALSE	Q5
2880	mistral-nemo-instruct-2407-b200	SV	Q5_SV	3	109	1824	2506	940	502	627	564	188	235	212	690	862	776	16384	config	15757	15882	2048	2048	FALSE	Q5
2881	devstral-small-2-24b-instruct-2512-b200	BG	Q1_BG	1	124	1887	2584	2675	517	646	582	535	669	602	1052	1315	1184	16384	config	15738	15867	2048	2048	FALSE	Q1
2882	devstral-small-2-24b-instruct-2512-b200	BG	Q1_BG	2	124	1887	2584	2537	517	646	582	508	635	572	1025	1281	1154	16384	config	15738	15867	2048	2048	FALSE	Q1
2883	devstral-small-2-24b-instruct-2512-b200	BG	Q1_BG	3	124	1887	2584	2537	517	646	582	508	635	572	1025	1281	1154	16384	config	15738	15867	2048	2048	FALSE	Q1
2884	devstral-small-2-24b-instruct-2512-b200	BG	Q2_BG	1	99	1862	2534	2357	507	634	570	472	590	531	979	1224	1101	16384	config	15750	15877	2048	2048	FALSE	Q2
2885	devstral-small-2-24b-instruct-2512-b200	BG	Q2_BG	2	99	1862	2534	5332	507	634	570	1067	1333	1200	1574	1967	1770	16384	config	15750	15877	2048	2048	FALSE	Q2
2886	devstral-small-2-24b-instruct-2512-b200	BG	Q2_BG	3	99	1862	2534	5332	507	634	570	1067	1333	1200	1574	1967	1770	16384	config	15750	15877	2048	2048	FALSE	Q2
2887	devstral-small-2-24b-instruct-2512-b200	BG	Q3_BG	1	109	1901	2583	2138	517	646	582	428	535	482	945	1181	1064	16384	config	15738	15867	2048	2048	FALSE	Q3
2888	devstral-small-2-24b-instruct-2512-b200	BG	Q3_BG	2	109	1901	2583	1991	517	646	582	399	498	448	916	1144	1030	16384	config	15738	15867	2048	2048	FALSE	Q3
2889	devstral-small-2-24b-instruct-2512-b200	BG	Q3_BG	3	109	1901	2583	1991	517	646	582	399	498	448	916	1144	1030	16384	config	15738	15867	2048	2048	FALSE	Q3
2890	devstral-small-2-24b-instruct-2512-b200	BG	Q4_BG	1	106	1843	2522	2104	505	631	568	421	526	474	926	1157	1042	16384	config	15753	15879	2048	2048	FALSE	Q4
2891	devstral-small-2-24b-instruct-2512-b200	BG	Q4_BG	2	106	1843	2522	1726	505	631	568	346	432	389	851	1063	957	16384	config	15753	15879	2048	2048	FALSE	Q4
2892	devstral-small-2-24b-instruct-2512-b200	BG	Q4_BG	3	106	1843	2522	1726	505	631	568	346	432	389	851	1063	957	16384	config	15753	15879	2048	2048	FALSE	Q4
2893	devstral-small-2-24b-instruct-2512-b200	BG	Q5_BG	1	113	1824	2510	1798	502	628	565	360	450	405	862	1078	970	16384	config	15756	15882	2048	2048	FALSE	Q5
2894	devstral-small-2-24b-instruct-2512-b200	BG	Q5_BG	2	113	1824	2510	2163	502	628	565	433	541	487	935	1169	1052	16384	config	15756	15882	2048	2048	FALSE	Q5
2895	devstral-small-2-24b-instruct-2512-b200	BG	Q5_BG	3	113	1824	2510	2163	502	628	565	433	541	487	935	1169	1052	16384	config	15756	15882	2048	2048	FALSE	Q5
2896	devstral-small-2-24b-instruct-2512-b200	HR	Q1_HR	1	114	1887	2574	1972	515	644	580	395	493	444	910	1137	1024	16384	config	15740	15869	2048	2048	FALSE	Q1
2897	devstral-small-2-24b-instruct-2512-b200	HR	Q1_HR	2	114	1887	2574	2491	515	644	580	499	623	561	1014	1267	1141	16384	config	15740	15869	2048	2048	FALSE	Q1
2898	devstral-small-2-24b-instruct-2512-b200	HR	Q1_HR	3	114	1887	2574	2491	515	644	580	499	623	561	1014	1267	1141	16384	config	15740	15869	2048	2048	FALSE	Q1
2899	devstral-small-2-24b-instruct-2512-b200	HR	Q2_HR	1	104	1862	2539	1847	508	635	572	370	462	416	878	1097	988	16384	config	15749	15876	2048	2048	FALSE	Q2
2900	devstral-small-2-24b-instruct-2512-b200	HR	Q2_HR	2	104	1862	2539	1847	508	635	572	370	462	416	878	1097	988	16384	config	15749	15876	2048	2048	FALSE	Q2
2901	devstral-small-2-24b-instruct-2512-b200	HR	Q2_HR	3	104	1862	2539	1847	508	635	572	370	462	416	878	1097	988	16384	config	15749	15876	2048	2048	FALSE	Q2
2902	devstral-small-2-24b-instruct-2512-b200	HR	Q3_HR	1	90	1901	2564	2021	513	641	577	405	506	456	918	1147	1033	16384	config	15743	15871	2048	2048	FALSE	Q3
2903	devstral-small-2-24b-instruct-2512-b200	HR	Q3_HR	2	90	1901	2564	2021	513	641	577	405	506	456	918	1147	1033	16384	config	15743	15871	2048	2048	FALSE	Q3
2904	devstral-small-2-24b-instruct-2512-b200	HR	Q3_HR	3	90	1901	2564	2021	513	641	577	405	506	456	918	1147	1033	16384	config	15743	15871	2048	2048	FALSE	Q3
2905	devstral-small-2-24b-instruct-2512-b200	HR	Q4_HR	1	105	1843	2521	2256	505	631	568	452	564	508	957	1195	1076	16384	config	15753	15879	2048	2048	FALSE	Q4
2906	devstral-small-2-24b-instruct-2512-b200	HR	Q4_HR	2	105	1843	2521	1697	505	631	568	340	425	382	845	1056	950	16384	config	15753	15879	2048	2048	FALSE	Q4
